name,phone,categories,location,state_name,website,yellowpages_url
Joe Mama's Inc,(812) 354-2606,"Pizza,Restaurants","350 W Main St, Petersburg, IN 47567",Indiana,,https://www.yellowpages.com/petersburg-in/mip/joe-mamas-inc-12104539
Wendy's,(765) 825-7755,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants","205 E 5th St, Connersville, IN 47331",Indiana,https://locations.wendys.com/united-states/in/connersville/205-e.-fifth-avenue,https://www.yellowpages.com/connersville-in/mip/wendys-1213102
China Wok,(260) 622-6613,"Chinese Restaurants,Asian Restaurants,Chinese Grocery Stores,Restaurants","1130 Dehner Dr, Ossian, IN 46777",Indiana,http://www.chinawokossian.com,https://www.yellowpages.com/ossian-in/mip/china-wok-12108471
Finnegan's Pub,(219) 865-9896,"Brew Pubs,Bars,Restaurants","1074 Joliet St, Dyer, IN 46311",Indiana,http://www.finneganspub.net,https://www.yellowpages.com/dyer-in/mip/finnegans-pub-11927440
Dairy Queen,(260) 483-0112,"Fast Food Restaurants,Dessert Restaurants,Hamburgers & Hot Dogs,Ice Cream & Frozen Desserts,Restaurants","2902 Parnell Ave, Fort Wayne, IN 46805",Indiana,http://www.dairyqueen.com,https://www.yellowpages.com/fort-wayne-in/mip/dairy-queen-11905557
State Line Pizza,(219) 932-3928,"Pizza,Italian Restaurants,Restaurants,Sandwich Shops","5915 State Line Ave, Hammond, IN 46320",Indiana,http://www.statelinepizza.net,https://www.yellowpages.com/hammond-in/mip/state-line-pizza-11921671
Ralph's Great Divide,(317) 637-2192,"American Restaurants,Brew Pubs,Restaurants,Take Out Restaurants,Taverns","743 E New York St, Indianapolis, IN 46202",Indiana,http://www.ralphsgreatdivide.com,https://www.yellowpages.com/indianapolis-in/mip/ralphs-great-divide-1191250
Applebee's,(317) 571-8780,"American Restaurants,Bar & Grills,Family Style Restaurants,Hamburgers & Hot Dogs,Restaurants,Take Out Restaurants","14711 N Meridian St, Carmel, IN 46032",Indiana,http://www.applebees.com,https://www.yellowpages.com/carmel-in/mip/applebees-1210922
Subway,(219) 962-1149,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants","3600 N Hobart Rd, Hobart, IN 46342",Indiana,https://restaurants.subway.com/united-states/in/hobart/3600-n-hobart-rd?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=5912&utm_campaign=evergreen-2020&y_source=1_MTQ4OTU0MjQtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,https://www.yellowpages.com/hobart-in/mip/subway-12108553
Wetzel's Pretzels,(219) 736-9882,"Pretzels,Fast Food Restaurants,Restaurants","2109 Southlake Mall, Merrillville, IN 46410",Indiana,http://wetzelspretzels.com,https://www.yellowpages.com/merrillville-in/mip/wetzels-pretzels-11910626
La Isla Mexican Restaurant Inc,(812) 466-5888,"Mexican Restaurants,Caterers,Restaurants","1559 Fort Harrison Rd, Terre Haute, IN 47804",Indiana,,https://www.yellowpages.com/terre-haute-in/mip/la-isla-mexican-restaurant-inc-1190025
Bremen Pancake House,(574) 546-4040,"Family Style Restaurants,Restaurants","1223 W Plymouth St, Bremen, IN 46506",Indiana,,https://www.yellowpages.com/bremen-in/mip/bremen-pancake-house-11898740
Oaken Barrel Brewing Company,(317) 887-2287,"Brew Pubs,American Restaurants,Bar & Grills,Bars,Beer & Ale,Night Clubs,Restaurants,Taverns","50 Airport Pkwy Ste L, Greenwood, IN 46143",Indiana,http://www.oakenbarrel.com,https://www.yellowpages.com/greenwood-in/mip/oaken-barrel-brewing-company-1190244
French Lick Vintage Caf and Winery,(812) 936-2293,"French Restaurants,Beverages,Coffee & Tea-Wholesale & Manufacturers,Gift Shops,Italian Restaurants,Liquor Stores,Pizza,Restaurants,Wine,Wine Bars,Wineries","8145 W Sinclair St, West Baden Springs, IN 47469",Indiana,http://www.frenchlickwinery.com,https://www.yellowpages.com/west-baden-springs-in/mip/french-lick-vintage-caf-and-winery-11893499
Taco Bell,(317) 271-6762,"Fast Food Restaurants,Mexican Restaurants,Restaurants","8080 E Us Highway 36, Avon, IN 46123",Indiana,https://locations.tacobell.com/in/avon/8080-e-us-highway-36.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=005311&utm_content=website&y_source=1_NjE0MjA3Ny01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://www.yellowpages.com/avon-in/mip/taco-bell-11887335
China Buffet,(260) 925-6688,"Buffet Restaurants,Restaurants,Take Out Restaurants","1016 W 7th St, Auburn, IN 46706",Indiana,http://www.chinabuffet.net,https://www.yellowpages.com/auburn-in/mip/china-buffet-11888352
Deluxe Donuts,(765) 649-2949,"Donut Shops,Bakeries,Restaurants","520 S Scatterfield Rd, Anderson, IN 46012",Indiana,http://twitter.com/deluxedonuts,https://www.yellowpages.com/anderson-in/mip/deluxe-donuts-11903960
Glory Days Restaurant,(812) 939-2665,"American Restaurants,Bars,Brew Pubs,Family Style Restaurants,Night Clubs,Restaurants,Taverns","802 Main St, Clay City, IN 47841",Indiana,http://glory-days.edan.io,https://www.yellowpages.com/clay-city-in/mip/glory-days-restaurant-11886036
Pasta Grill,(812) 471-7825,Restaurants,"7700 Eagle Crest Blvd, Evansville, IN 47715",Indiana,,https://www.yellowpages.com/evansville-in/mip/pasta-grill-1189292
Red Apple House of Pancakes,(260) 982-2999,"Family Style Restaurants,Restaurants","12026 N State Road 15, North Manchester, IN 46962",Indiana,https://www.groupon.com/biz/wabash-in/red-apple-house-of-pancakes,https://www.yellowpages.com/north-manchester-in/mip/red-apple-house-of-pancakes-11883718
Sahm's at Madison Trace,(765) 778-3100,Restaurants,"600 Corporation Dr, Pendleton, IN 46064",Indiana,,https://www.yellowpages.com/pendleton-in/mip/sahms-at-madison-trace-11879078
Marti's Place at Ramsey's Landing,(219) 996-3363,Restaurants,"17519 N 700 W, Hebron, IN 46341",Indiana,http://www.martisplace.com,https://www.yellowpages.com/hebron-in/mip/martis-place-at-ramseys-landing-11878577
Harsi's Subs N Pizza,(317) 290-0025,"Pizza,American Restaurants,Caterers,Delicatessens,Restaurants,Sandwich Shops,Take Out Restaurants","3337 Georgetown Rd, Indianapolis, IN 46224",Indiana,,https://www.yellowpages.com/indianapolis-in/mip/harsis-subs-n-pizza-118768
Chili's Grill & Bar,(260) 471-2979,"American Restaurants,Bar & Grills,Bars,Caterers,Hamburgers & Hot Dogs,Restaurants,Take Out Restaurants","317 E Coliseum Blvd, Fort Wayne, IN 46805",Indiana,http://www.chilis.com,https://www.yellowpages.com/fort-wayne-in/mip/chilis-grill-bar-11847949
Taqueria Flores,(260) 399-6499,"Mexican Restaurants,Caterers,Latin American Restaurants,Restaurants","3204 E Paulding Rd, Fort Wayne, IN 46816",Indiana,http://taqueriafl.dinehere.us,https://www.yellowpages.com/fort-wayne-in/mip/taqueria-flores-11846752
Noodles & Company,(812) 323-1400,Restaurants,"517 E Kirkwood Ave, Bloomington, IN 47408",Indiana,https://locations.noodles.com/in/bloomington/517-e--kirkwood-avenue.html,https://www.yellowpages.com/bloomington-in/mip/noodles-company-11866408
Burger King,(765) 478-9741,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants","1598 N State Road 1, Cambridge City, IN 47327",Indiana,http://www.bk.com,https://www.yellowpages.com/cambridge-city-in/mip/burger-king-11855209
Darmstadt Inn,(812) 867-7300,"Bar & Grills,Restaurants,Taverns","13130 Darmstadt Rd, Darmstadt, IN 47725",Indiana,http://www.salemdarmstadt.org,https://www.yellowpages.com/darmstadt-in/mip/darmstadt-inn-11879949
Red Robin Gourmet Burgers,(317) 337-0183,"American Restaurants,Bar & Grills,Family Style Restaurants,Restaurants,Sandwich Shops","9965 N Michigan Rd, Carmel, IN 46032",Indiana,http://www.redrobin.com/?utm_source=yellowpages&utm_content=681&utm_campaign=localmaps,https://www.yellowpages.com/carmel-in/mip/red-robin-gourmet-burgers-11858009
Locomotion Sports Inc,(317) 780-8783,Restaurants,"343 S 1st Ave, Beech Grove, IN 46107",Indiana,,https://www.yellowpages.com/beech-grove-in/mip/locomotion-sports-inc-11690395
Headquarters Inc,(812) 482-3411,"Brew Pubs,American Restaurants,Bars,Night Clubs,Restaurants,Taverns","201 Main St, Jasper, IN 47546",Indiana,http://www.facebook.com/headquartersjasper,https://www.yellowpages.com/jasper-in/mip/headquarters-inc-11846228
Dairy Queen Grill & Chill,(260) 625-6863,"Fast Food Restaurants,Dessert Restaurants,Hamburgers & Hot Dogs,Ice Cream & Frozen Desserts,Restaurants","10207 Illinois Rd, Fort Wayne, IN 46814",Indiana,https://www.dairyqueen.com/us-en/Locator/Detail/?localechange=1&store-id=8731&y_source=1_ODk5NTQwNS01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://www.yellowpages.com/fort-wayne-in/mip/dairy-queen-grill-chill-11868293
Subway,(219) 733-9687,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants","10011 W Us Highway 30, Wanatah, IN 46390",Indiana,https://restaurants.subway.com/united-states/in/wanatah/10011-us-hwy-30-w?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=17938&utm_campaign=evergreen-2020&y_source=1_MTQ5MTU0MzItNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,https://www.yellowpages.com/wanatah-in/mip/subway-11844965
Gambie's Pizza,(574) 269-1801,"Pizza,Restaurants,Take Out Restaurants","830 E Winona Ave, Warsaw, IN 46580",Indiana,,https://www.yellowpages.com/warsaw-in/mip/gambies-pizza-11845612
Hubbard & Cravens,(317) 803-4155,"Coffee & Espresso Restaurants,Coffee Shops,Restaurants","6229 Carrollton Ave, Indianapolis, IN 46220",Indiana,http://www.hubbardandcravens.com,https://www.yellowpages.com/indianapolis-in/mip/hubbard-cravens-11690164
Basil Leaf,(812) 330-8978,Restaurants,"404 E 4th St, Bloomington, IN 47408",Indiana,http://www.basilleafbistro.com,https://www.yellowpages.com/bloomington-in/mip/basil-leaf-11684566
Mo's Munchies,(219) 707-3959,Restaurants,"809 Wood St, Valparaiso, IN 46383",Indiana,,https://www.yellowpages.com/valparaiso-in/mip/mos-munchies-11683
Country Kitchen,(317) 926-4476,"Home Cooking Restaurants,American Restaurants,Family Style Restaurants,Restaurants","1831 N College Ave, Indianapolis, IN 46202",Indiana,http://www.kountrykitchenindy.com,https://www.yellowpages.com/indianapolis-in/mip/country-kitchen-1168818
Gulf Shore Dinning,(260) 982-0450,Restaurants,"210 E Main St, North Manchester, IN 46962",Indiana,,https://www.yellowpages.com/north-manchester-in/mip/gulf-shore-dinning-11676244
Castleton Grill,(317) 577-2340,Restaurants,"6010 E 82nd St, Indianapolis, IN 46250",Indiana,http://donhalls.com,https://www.yellowpages.com/indianapolis-in/mip/castleton-grill-116806
Point Pizza,(765) 754-7696,"Pizza,Restaurants","105 E Sigler St, Frankton, IN 46044",Indiana,,https://www.yellowpages.com/frankton-in/mip/point-pizza-11673030
O'Charley's,(812) 738-5201,"American Restaurants,Family Style Restaurants,Restaurants,Steak Houses,Take Out Restaurants","160 Pacer Dr NW, Corydon, IN 47112",Indiana,http://www.ocharleys.com,https://www.yellowpages.com/corydon-in/mip/ocharleys-11685094
McDonald's,(574) 862-7962,"Fast Food Restaurants,Restaurants,Take Out Restaurants","1010 E Waterford St, Wakarusa, IN 46573",Indiana,https://www.mcdonalds.com/us/en-us/location/in/wakarusa/1010-e-waterford-street/27579.html?cid=RF:YXT:RoN::Clicks,https://www.yellowpages.com/wakarusa-in/mip/mcdonalds-11683316
C E Taylor Oil Inc,(812) 983-2606,"Pizza,Restaurants","175 E Main St, Elberfeld, IN 47613",Indiana,,https://www.yellowpages.com/elberfeld-in/mip/c-e-taylor-oil-inc-11665568
McDonald's,(574) 293-9225,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants,Take Out Restaurants","3429 S Main St, Elkhart, IN 46517",Indiana,https://www.mcdonalds.com/us/en-us/location/in/elkhart/3429-s-main-street/5961.html?cid=RF:YXT:RoN::Clicks,https://www.yellowpages.com/elkhart-in/mip/mcdonalds-11683941
Ray's Shrimp House,(219) 884-5707,"Take Out Restaurants,Restaurants","3770 Grant St, Gary, IN 46408",Indiana,https://www.corpdetails.com/us/indiana/91268-gary/rays-shrimp-house,https://www.yellowpages.com/gary-in/mip/rays-shrimp-house-11657677
Dairy Queen (Treat),(317) 253-3544,"Fast Food Restaurants,Dessert Restaurants,Hamburgers & Hot Dogs,Ice Cream & Frozen Desserts,Restaurants","2104 E 52nd St, Indianapolis, IN 46205",Indiana,https://www.dairyqueen.com/us-en/Locator/Detail/?localechange=1&store-id=2774&y_source=1_ODk5NzU2MS01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://www.yellowpages.com/indianapolis-in/mip/dairy-queen-treat-1167412
Starbucks Coffee,(317) 318-4155,"Coffee & Espresso Restaurants,Coffee & Tea,Coffee Shops,Restaurants","7425 N Keystone Ave, Indianapolis, IN 46240",Indiana,https://www.starbucks.com/store-locator/store/12303,https://www.yellowpages.com/indianapolis-in/mip/starbucks-coffee-1166504
Starbucks Coffee,(317) 578-0438,"Coffee & Espresso Restaurants,Coffee & Tea,Coffee Shops,Restaurants","6920 Lake Plaza Dr, Indianapolis, IN 46220",Indiana,https://www.starbucks.com/store-locator/store/10433,https://www.yellowpages.com/indianapolis-in/mip/starbucks-coffee-1166850
Hey Jude’s Country Cafe,(812) 936-9797,Restaurants,"RR 2, French Lick, IN 47432",Indiana,,https://www.yellowpages.com/french-lick-in/mip/hey-judes-country-cafe-1164601
Steak 'n Shake,(574) 875-5372,"American Restaurants,Fast Food Restaurants,Restaurants","4025 Elkhart Rd, Goshen, IN 46526",Indiana,http://www.steaknshake.com/locations/23513-steak-n-shake-elkhart-road-goshen,https://www.yellowpages.com/goshen-in/mip/steak-n-shake-11657881
Papa Murphy's | Take 'N' Bake Pizza,(317) 579-7272,"Pizza,Restaurants,Take Out Restaurants","11815 Allisonville Rd, Fishers, IN 46038",Indiana,https://locations.papamurphys.com/in/fishers/11815-allisonville-road?utm_source=organic&utm_medium=extended&utm_campaign=yext&y_source=1_MTU0MzAwMjktNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,https://www.yellowpages.com/fishers-in/mip/papa-murphys-take-n-bake-pizza-1164853
Popeyes Louisiana Kitchen,(219) 230-6948,"Chicken Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants","6740 Indianapolis Blvd, Hammond, IN 46324",Indiana,https://www.popeyes.com/store-locator/store/restaurant_82184,https://www.yellowpages.com/hammond-in/mip/popeyes-louisiana-kitchen-11670578
G T South's Rib House,(317) 849-6997,"American Restaurants,Barbecue Restaurants,Caterers,Restaurants,Soul Food Restaurants","5711 E 71st St, Indianapolis, IN 46220",Indiana,http://www.gtsouths.com,https://www.yellowpages.com/indianapolis-in/mip/g-t-souths-rib-house-1163232
Hong Kong,(317) 887-6918,"Chinese Restaurants,Asian Restaurants,Restaurants","1345 W Southport Rd, Indianapolis, IN 46217",Indiana,,https://www.yellowpages.com/indianapolis-in/mip/hong-kong-11637345
McDonald's,(317) 247-0414,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants,Take Out Restaurants","6840 W Washington St, Indianapolis, IN 46241",Indiana,https://www.mcdonalds.com/us/en-us/location/in/indianapolis/6840-w-washington-st/5656.html?cid=RF:YXT:RoN::Clicks,https://www.yellowpages.com/indianapolis-in/mip/mcdonalds-1166463
My Jalapeno,(812) 683-4048,"Mexican Restaurants,Latin American Restaurants,Restaurants","1107 N Main St, Huntingburg, IN 47542",Indiana,,https://www.yellowpages.com/huntingburg-in/mip/my-jalapeno-11776222
My Corner Cafe,(260) 357-1333,Restaurants,"121 W King St, Garrett, IN 46738",Indiana,,https://www.yellowpages.com/garrett-in/mip/my-corner-cafe-11614510
Mad Anthony Brewing Company,(260) 426-2537,"Brew Pubs,American Restaurants,Bar & Grills,Bars,Beer & Ale,Night Clubs,Restaurants,Taverns","2002 Broadway, Fort Wayne, IN 46802",Indiana,http://www.madbrew.com,https://www.yellowpages.com/fort-wayne-in/mip/mad-anthony-brewing-company-11619545
New China Restaurant,(260) 248-2486,"Chinese Restaurants,Asian Restaurants,Family Style Restaurants,Restaurants,Take Out Restaurants","432 W Plaza Dr, Columbia City, IN 46725",Indiana,http://www.greatnewchina.com,https://www.yellowpages.com/columbia-city-in/mip/new-china-restaurant-11618619
McDonald's,(219) 531-0250,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants,Take Out Restaurants","2150 Morthland Dr, Valparaiso, IN 46383",Indiana,https://www.mcdonalds.com/us/en-us/location/in/valparaiso/2150-morthland-dr/19732.html?cid=RF:YXT:RoN::Clicks,https://www.yellowpages.com/valparaiso-in/mip/mcdonalds-11653838
Morton's The Steakhouse,(317) 229-4700,"Steak Houses,Restaurants","41 E Washington St, Indianapolis, IN 46204",Indiana,http://www.mortons.com,https://www.yellowpages.com/indianapolis-in/mip/mortons-the-steakhouse-11772253
Bob Evans Restaurant,(812) 334-2515,"Restaurants,American Restaurants,Family Style Restaurants,Fast Food Restaurants","3233 W Fullerton Pike, Bloomington, IN 47403",Indiana,http://www.bobevans.com,https://www.yellowpages.com/bloomington-in/mip/bob-evans-restaurant-1161849
Mardi Gras Pizzeria,(765) 534-3388,"Pizza,Restaurants,Take Out Restaurants","732 S Main St, Lapel, IN 46051",Indiana,,https://www.yellowpages.com/lapel-in/mip/mardi-gras-pizzeria-11619936
Burger King,(574) 583-6029,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants","1107 N Main St, Monticello, IN 47960",Indiana,http://www.bk.com,https://www.yellowpages.com/monticello-in/mip/burger-king-11768381
Wendy's,(219) 362-1155,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants","1202 Lincolnway, La Porte, IN 46350",Indiana,https://locations.wendys.com/united-states/in/la-porte/1202-lincolnway-west,https://www.yellowpages.com/la-porte-in/mip/wendys-11763848
Penn Station East Coast Subs,(317) 846-7366,"Sandwich Shops,Restaurants,Take Out Restaurants","1300 E 86th St, Indianapolis, IN 46240",Indiana,http://www.penn-station.com,https://www.yellowpages.com/indianapolis-in/mip/penn-station-east-coast-subs-11773439
Happy's Kountry Kitchen,(574) 522-0684,"American Restaurants,Restaurants","28479 Old Us 33, Elkhart, IN 46516",Indiana,https://www.facebook.com/HappysKountryKitchen,https://www.yellowpages.com/elkhart-in/mip/happys-kountry-kitchen-11752888
McDonald's,(765) 764-0700,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants,Take Out Restaurants","201 W Jackson St, Attica, IN 47918",Indiana,https://www.mcdonalds.com/us/en-us/location/in/attica/201-wjackson-street/12369.html?cid=RF:YXT:RoN::Clicks,https://www.yellowpages.com/attica-in/mip/mcdonalds-1176493
R and R Bar and Grill,(317) 585-8980,"Bar & Grills,Restaurants,Taverns","7526 N Shadeland Ave, Indianapolis, IN 46250",Indiana,https://www.facebook.com/RR-Bar-and-Grill-180630125327595/about/?section=hours&tab=page_info,https://www.yellowpages.com/indianapolis-in/mip/r-and-r-bar-and-grill-11740674
Gelsosomo's Pizzeria,(219) 763-1545,"Italian Restaurants,Pizza,Restaurants","5023 Us Highway 6, Portage, IN 46368",Indiana,http://www.gelpizza.com,https://www.yellowpages.com/portage-in/mip/gelsosomos-pizzeria-11729113
Fazoli's,(317) 888-4947,"Italian Restaurants,Family Style Restaurants,Pasta,Pizza,Restaurants,Take Out Restaurants","1695 Meridian Oaks Dr, Greenwood, IN 46142",Indiana,https://order.fazolis.com/menu/greenwood-in/?y_source=1_MzExNjk3My01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://www.yellowpages.com/greenwood-in/mip/fazolis-11750362
Arby's,(765) 284-2752,"Fast Food Restaurants,Restaurants,Sandwich Shops","725 S Tillotson Ave, Muncie, IN 47304",Indiana,http://locations.arbys.com/us/in/muncie/725-s-tillotson-ave.html,https://www.yellowpages.com/muncie-in/mip/arbys-11737366
John's Place,(219) 838-4490,"Night Clubs,Restaurants","1613 N Cline Ave, Griffith, IN 46319",Indiana,http://johnsplace.com,https://www.yellowpages.com/griffith-in/mip/johns-place-1176202
Dairy Queen,(260) 483-8314,"Fast Food Restaurants,Dessert Restaurants,Hamburgers & Hot Dogs,Ice Cream & Frozen Desserts,Restaurants","1818 N Coliseum Blvd, Fort Wayne, IN 46805",Indiana,https://www.dairyqueen.com/us-en/Locator/Detail/?localechange=1&store-id=2910&y_source=1_ODk5NTcyMi01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://www.yellowpages.com/fort-wayne-in/mip/dairy-queen-11733884
White Castle,(317) 467-0865,"Fast Food Restaurants,American Restaurants,Hamburgers & Hot Dogs,Restaurants","2253 N State St, Greenfield, IN 46140",Indiana,http://www.whitecastle.com,https://www.yellowpages.com/greenfield-in/mip/white-castle-11728356
Logan's Roadhouse,(260) 487-9944,"American Restaurants,Barbecue Restaurants,Hamburgers & Hot Dogs,Restaurants,Take Out Restaurants","6617 Lima Rd, Fort Wayne, IN 46818",Indiana,http://locations.logansroadhouse.com/ll/US/IN/Ft_-Wayne/6617-Lima-Road,https://www.yellowpages.com/fort-wayne-in/mip/logans-roadhouse-11716446
Ole McDonald's Cafe,(317) 862-9648,"American Restaurants,Coffee Shops,Restaurants","11143 Exchange St, Indianapolis, IN 46259",Indiana,http://mcdonalds.com,https://www.yellowpages.com/indianapolis-in/mip/ole-mcdonalds-cafe-11699097
Ma T 888 China Bistro,(812) 475-2888,"Chinese Restaurants,American Restaurants,Asian Restaurants,Restaurants","5636 Vogel Rd, Evansville, IN 47715",Indiana,,https://www.yellowpages.com/evansville-in/mip/ma-t-888-china-bistro-11715282
Texas Roadhouse,(317) 859-8800,"Barbecue Restaurants,American Restaurants,Restaurants,Steak Houses","270 Marlin Dr, Greenwood, IN 46142",Indiana,https://www.texasroadhouse.com/locations/191-greenwoodin,https://www.yellowpages.com/greenwood-in/mip/texas-roadhouse-11721625
Bob Evans,(765) 651-9668,"Restaurants,American Restaurants,Family Style Restaurants,Fast Food Restaurants","2609 S Western Ave, Marion, IN 46953",Indiana,https://www.bobevans.com/locations/marion-3?utm_source=Yext&utm_medium=Listings&utm_campaign=Organic&y_source=1_MzY0NzI2NS01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://www.yellowpages.com/marion-in/mip/bob-evans-11715194
McDonald's,(219) 362-6717,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants,Take Out Restaurants","200 Boyd Blvd, La Porte, IN 46350",Indiana,https://www.mcdonalds.com/us/en-us/location/in/la-porte/200-boyd-boulevard/16002.html?cid=RF:YXT:RoN::Clicks,https://www.yellowpages.com/la-porte-in/mip/mcdonalds-11711278
McDonald's,(260) 693-1657,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants,Take Out Restaurants","561 S Main St, Churubusco, IN 46723",Indiana,https://www.mcdonalds.com/us/en-us/location/in/churubusco/561-s-main/14157.html?cid=RF:YXT:RoN::Clicks,https://www.yellowpages.com/churubusco-in/mip/mcdonalds-1170998
Parkview Restaurant,(765) 825-8845,"American Restaurants,Family Style Restaurants,Restaurants","110 E 30th St, Connersville, IN 47331",Indiana,,https://www.yellowpages.com/connersville-in/mip/parkview-restaurant-11726545
Texas Roadhouse,(317) 209-9352,"Steak Houses,Restaurants","10340 E Us Highway 36, Avon, IN 46123",Indiana,https://www.texasroadhouse.com,https://www.yellowpages.com/avon-in/mip/texas-roadhouse-11693426
Weiler Wendy,(317) 669-8024,"Pizza,Restaurants","224 Cranston Ave, Carmel, IN 46032",Indiana,,https://www.yellowpages.com/carmel-in/mip/weiler-wendy-12334179
Nine Mile Restaurant,(260) 639-8112,"American Restaurants,Bars,Family Style Restaurants,Hamburgers & Hot Dogs,Italian Restaurants,Latin American Restaurants,Mexican Restaurants,Night Clubs,Pizza,Restaurants,Sandwich Shops,Seafood Restaurants,Take Out Restaurants,Taverns","13398 S Us Highway 27, Fort Wayne, IN 46816",Indiana,http://ninemilerestaurant.com,https://www.yellowpages.com/fort-wayne-in/mip/nine-mile-restaurant-11696202
Panda Express,(219) 791-9210,"Fast Food Restaurants,Asian Restaurants,Chinese Restaurants,Restaurants,Take Out Restaurants","31 W 81st Ave, Merrillville, IN 46410",Indiana,http://www.pandaexpress.com,https://www.yellowpages.com/merrillville-in/mip/panda-express-11714821
Chili's Grill & Bar,(574) 271-1330,"American Restaurants,Bar & Grills,Bars,Hamburgers & Hot Dogs,Mexican Restaurants,Restaurants,Take Out Restaurants","4810 Grape Rd, Mishawaka, IN 46545",Indiana,http://www.chilis.com,https://www.yellowpages.com/mishawaka-in/mip/chilis-grill-bar-11690731
Old Kentucky,(812) 421-0278,Restaurants,"1704 S Kentucky Ave, Evansville, IN 47714",Indiana,,https://www.yellowpages.com/evansville-in/mip/old-kentucky-1233924
Penn Station East Coast Subs,(317) 462-4444,"Sandwich Shops,Restaurants,Take Out Restaurants","1667 N State St, Greenfield, IN 46140",Indiana,http://www.penn-station.com,https://www.yellowpages.com/greenfield-in/mip/penn-station-east-coast-subs-11694278
Hardee's,(317) 781-8131,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants","4945 S Emerson Ave, Indianapolis, IN 46203",Indiana,https://locations.hardees.com/in/indianapolis/4945-s-emerson-ave?utm_source=yext&utm_medium=gmb-button&utm_campaign=search&utm_content=website&y_source=1_MTIzODk2NTYtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,https://www.yellowpages.com/indianapolis-in/mip/hardees-11698658
Knob Hill Tavern,(812) 853-9550,"Taverns,American Restaurants,Bar & Grills,Bars,Brew Pubs,Caterers,Night Clubs,Restaurants","1016 State Route 662 W, Newburgh, IN 47630",Indiana,http://www.knobhilltavern.com,https://www.yellowpages.com/newburgh-in/mip/knob-hill-tavern-11692800
Gordy's Sub Pub,(574) 534-3663,Restaurants,"206 Johnston St, Goshen, IN 46528",Indiana,,https://www.yellowpages.com/goshen-in/mip/gordys-sub-pub-12327082
Crandall's,(317) 357-3949,Restaurants,"6044 E 21st St, Indianapolis, IN 46219",Indiana,,https://www.yellowpages.com/indianapolis-in/mip/crandalls-12326866
El Pollo Tapatio,(317) 291-4910,"Spanish Restaurants,Latin American Restaurants,Mexican Restaurants,Restaurants","4112 N High School Rd Ste A, Indianapolis, IN 46254",Indiana,,https://www.yellowpages.com/indianapolis-in/mip/el-pollo-tapatio-1233155
Taco Bell,(812) 346-2577,"Fast Food Restaurants,Mexican Restaurants,Restaurants","2115 N State Highway 7, North Vernon, IN 47265",Indiana,https://locations.tacobell.com/in/north-vernon/2115-n-state-highway-7.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=016458&utm_content=website&y_source=1_NjE0NTIzMC01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://www.yellowpages.com/north-vernon-in/mip/taco-bell-1232136
Lord Ashleys Pub & Eatery,(317) 826-7860,"Brew Pubs,American Restaurants,Bars,Night Clubs,Restaurants,Taverns","11703 Pendleton Pike, Indianapolis, IN 46236",Indiana,http://www.lordashleyseatery.com,https://www.yellowpages.com/indianapolis-in/mip/lord-ashleys-pub-eatery-12303499
Cicero Coffee Company,(317) 984-2739,"Coffee Shops,Coffee & Espresso Restaurants,Coffee & Tea,Restaurants","150 S Peru St, Cicero, IN 46034",Indiana,,https://www.yellowpages.com/cicero-in/mip/cicero-coffee-company-12308540
Arby's,(574) 534-3347,"Fast Food Restaurants,Restaurants","2022 Lincolnway E, Goshen, IN 46526",Indiana,http://locations.arbys.com/us/in/goshen/2022-lincoln-way-e.html,https://www.yellowpages.com/goshen-in/mip/arbys-1232977
